"status_id","date","post_type","from_name","link_clicks","post_reach","post_reach_viral","post_video_views","total_comments","total_likes","total_shares"
"1405630409737397_1815713208729113",2017-08-13,"photo","We are mitu",41,569202,161460,0,1910,13976,1725
"1405630409737397_1815718192061948",2017-08-13,"photo","We are mitu",37,503125,122682,0,1929,9542,1481
"1405630409737397_1815723985394702",2017-08-14,"video","We are mitu",112,505740,77041,194987,1921,3514,711
"1405630409737397_1815747675392333",2017-08-13,"video","We are mitu",54,1254501,258753,274124,9861,5187,1120
"1405630409737397_1815804332053334",2017-08-13,"link","We are mitu",281,56644,139,108,0,65,0
"1405630409737397_1815865848713849",2017-08-14,"video","We are mitu",186,516567,59023,122733,257,3128,450
"1405630409737397_1815908575376243",2017-08-14,"photo","We are mitu",261,2570876,1506260,0,41171,47531,7686
"1405630409737397_1815908792042888",2017-08-14,"photo","We are mitu",22,296622,30670,0,910,2521,215
"1405630409737397_1816018368698597",2017-08-14,"link","We are mitu",381,70400,81,79,5,38,0
"1405630409737397_1816063708694063",2017-08-14,"link","We are mitu",3969,171791,3873,90,20,156,4
"1405630409737397_1816128648687569",2017-08-14,"photo","We are mitu",71,781761,282168,0,3338,14588,2214
"1405630409737397_1816129262020841",2017-08-14,"photo","We are mitu",61,104007,5955,0,62,990,90
"1405630409737397_1816211528679281",2017-08-14,"link","We are mitu",1741,192404,1024,6,22,158,10
"1405630409737397_1816221088678325",2017-08-14,"video","We are mitu",101,1064214,284433,384656,2261,19852,1460
"1405630409737397_1816221798678254",2017-08-14,"link","We are mitu",3214,208212,5688,105,370,527,39
"1405630409737397_1816258545341246",2017-08-15,"photo","We are mitu",24,809369,296009,0,4817,21910,2810
"1405630409737397_1816264225340678",2017-08-14,"link","We are mitu",2441,272085,13315,107,186,1187,107
"1405630409737397_1816270745340026",2017-08-14,"video","We are mitu",65,802588,189281,249945,3797,9779,1888
"1405630409737397_1816281968672237",2017-08-14,"photo","We are mitu",43,144915,33003,0,76,2615,270
"1405630409737397_1816283328672101",2017-08-15,"photo","We are mitu",59,380719,86190,0,1692,6316,728
"1405630409737397_1816283918672042",2017-08-15,"video","We are mitu",126,541328,50437,114569,2481,2488,593
"1405630409737397_1816285308671903",2017-08-15,"photo","We are mitu",136,358326,54544,0,1161,4746,590
"1405630409737397_1816285635338537",2017-08-14,"photo","We are mitu",36,352711,56524,0,1201,5274,369
"1405630409737397_1816288795338221",2017-08-15,"link","We are mitu",896,121911,2796,272,99,197,34
"1405630409737397_1816497691983998",2017-08-15,"link","We are mitu",10417,173220,1408,50,6,258,6
"1405630409737397_1816544371979330",2017-08-15,"link","We are mitu",12243,372750,9582,15,288,2437,134
"1405630409737397_1816592978641136",2017-08-15,"video","We are mitu",83,1448623,183178,318291,308,13553,0
"1405630409737397_1816607935306307",2017-08-15,"video","We are mitu",2693,4291782,2719761,1480926,32852,63063,19516
"1405630409737397_1816615331972234",2017-08-15,"link","We are mitu",565,94698,2980,84,23,429,41
"1405630409737397_1816630895304011",2017-08-15,"video","We are mitu",29,368157,52460,100583,245,1881,320
"1405630409737397_1816637431970024",2017-08-15,"photo","We are mitu",15,180994,20791,0,236,2455,377
"1405630409737397_1816640871969680",2017-08-15,"photo","We are mitu",16,277266,37986,0,920,3778,292
"1405630409737397_1816643671969400",2017-08-15,"video","We are mitu",79,2953083,1732356,1575918,27886,46242,9417
"1405630409737397_1816685931965174",2017-08-16,"video","We are mitu",102,2815674,662223,804502,5010,14963,3799
"1405630409737397_1816702808630153",2017-08-16,"video","We are mitu",99,70374,1808,11374,3,99,11
"1405630409737397_1816714908628943",2017-08-15,"photo","We are mitu",18,531942,151440,0,2366,10457,1384
"1405630409737397_1816732455293855",2017-08-15,"link","We are mitu",350,77959,2447,6,8,460,39
"1405630409737397_1816779568622477",2017-08-16,"video","We are mitu",222,1527115,55863,406388,141,4654,178
"1405630409737397_1816787558621678",2017-08-17,"link","We are mitu",190,48320,1474,76,10,201,42
"1405630409737397_1816894058611028",2017-08-16,"photo","We are mitu",14,475712,141573,0,1938,9981,1373
"1405630409737397_1816895501944217",2017-08-16,"video","We are mitu",37,124395,3324,39806,183,437,66
"1405630409737397_1816901101943657",2017-08-16,"photo","We are mitu",84,489007,142845,0,2119,10343,1592
"1405630409737397_1817066515260449",2017-08-16,"link","We are mitu",1714,137295,2279,3,75,236,0
"1405630409737397_1817077505259350",2017-08-16,"link","We are mitu",857,80046,2587,2,9,690,30
"1405630409737397_1817115798588854",2017-08-16,"link","We are mitu",2992,236240,19015,129,88,1594,201
"1405630409737397_1817125588587875",2017-08-16,"photo","We are mitu",25,344506,63083,0,1578,5129,460
"1405630409737397_1817126318587802",2017-08-16,"photo","We are mitu",86,622750,151005,0,3856,7875,1239
"1405630409737397_1817243721909395",2017-08-16,"link","We are mitu",10428,238288,5957,110,93,853,0
"1405630409737397_1817248458575588",2017-08-17,"link","We are mitu",3147,154240,12290,92,47,1541,197
"1405630409737397_1817249098575524",2017-08-19,"link","We are mitu",1918,126065,1480,6,23,238,14
"1405630409737397_1817258138574620",2017-08-18,"link","We are mitu",4011,165226,772,281,10,123,10
"1405630409737397_1817262131907554",2017-08-16,"video","We are mitu",228,136755,2298,57555,105,300,38
"1405630409737397_1817264415240659",2017-08-16,"link","We are mitu",81772,995754,250848,163,1587,7348,1709
"1405630409737397_1817272638573170",2017-08-16,"photo","We are mitu",124,388536,90581,0,1475,8738,954
"1405630409737397_1817284295238671",2017-08-16,"photo","We are mitu",170,733539,199673,0,6849,11138,1354
"1405630409737397_1817294235237677",2017-08-17,"video","We are mitu",160,7038380,4665036,1993474,25318,109325,37290
"1405630409737397_1817376091896158",2017-08-17,"video","We are mitu",54,332516,29441,110665,741,2665,583
"1405630409737397_1817378435229257",2017-08-17,"photo","We are mitu",68,298957,42744,0,897,3612,362
"1405630409737397_1817380488562385",2017-08-17,"photo","We are mitu",61,843932,315064,0,4592,19771,3405
"1405630409737397_1817561981877569",2017-08-17,"link","We are mitu",117,18750,34,2,6,57,0
"1405630409737397_1817583681875399",2017-08-17,"video","We are mitu",40,251802,669,55619,13,104,0
"1405630409737397_1817592091874558",2017-08-17,"video","We are mitu",89,2033292,502621,781408,362,7217,960
"1405630409737397_1817611978539236",2017-08-17,"video","We are mitu",107,689637,297350,85150,682,5313,415
"1405630409737397_1817613991872368",2017-08-17,"photo","We are mitu",58,1162382,438755,0,13135,18454,2676
"1405630409737397_1817615058538928",2017-08-17,"photo","We are mitu",63,98483,39086,0,30,327,26
"1405630409737397_1817620221871745",2017-08-17,"video","We are mitu",51,1785131,760217,665354,14068,21316,4172
"1405630409737397_1817621008538333",2017-08-17,"link","We are mitu",25351,619613,80774,15,1129,3617,369
"1405630409737397_1817709598529474",2017-08-17,"link","We are mitu",650,87630,832,248,0,304,1
"1405630409737397_1817718465195254",2017-08-17,"photo","We are mitu",72,243025,21886,0,518,2824,243
"1405630409737397_1817718728528561",2017-08-18,"photo","We are mitu",9,272313,40834,0,549,4021,544
"1405630409737397_1817726375194463",2017-08-18,"video","We are mitu",69,1037871,126225,305562,5947,6262,646
"1405630409737397_1817753248525109",2017-08-20,"link","We are mitu",2907,209490,5893,14,81,491,69
"1405630409737397_1817806285186472",2017-08-17,"link","We are mitu",5023,208979,1392,20,34,165,0
"1405630409737397_1817940375173063",2017-08-18,"photo","We are mitu",44,385628,70909,0,1493,4786,900
"1405630409737397_1818015601832207",2017-08-18,"link","We are mitu",979,109628,4010,3,25,1088,0
"1405630409737397_1818079638492470",2017-08-18,"link","We are mitu",376,67553,244,103,9,106,0
"1405630409737397_1818118528488581",2017-08-18,"photo","We are mitu",87,241745,42357,0,354,5247,833
"1405630409737397_1818118808488553",2017-08-18,"link","We are mitu",25258,502450,181638,142,1750,8848,1952
"1405630409737397_1818134865153614",2017-08-18,"photo","We are mitu",35,268105,35850,0,514,4480,452
"1405630409737397_1818145068485927",2017-08-18,"photo","We are mitu",20,443018,114502,0,1014,10424,1469
"1405630409737397_1818148988485535",2017-08-18,"video","We are mitu",87,869367,79361,217075,713,2763,649
"1405630409737397_1818153005151800",2017-08-18,"link","We are mitu",6522,258516,22418,84,565,1162,177
"1405630409737397_1818166835150417",2017-08-18,"photo","We are mitu",47,472464,117094,0,1754,8827,1496
"1405630409737397_1818168318483602",2017-08-18,"video","We are mitu",170,3286723,1733273,1279342,19883,56943,16586
"1405630409737397_1818193871814380",2017-08-18,"video","We are mitu",151,645462,40224,207830,378,5530,0
"1405630409737397_1818210945146006",2017-08-19,"video","We are mitu",100,3193206,1522044,893548,5001,30752,12228
"1405630409737397_1818228311810936",2017-08-18,"link","We are mitu",1447,78955,371,5,5,98,8
"1405630409737397_1818238855143215",2017-08-20,"link","We are mitu",1776,143813,2704,148,32,221,38
"1405630409737397_1818300945137006",2017-08-19,"photo","We are mitu",26,263466,18594,0,240,3374,138
"1405630409737397_1818301171803650",2017-08-19,"photo","We are mitu",97,865670,298598,0,4720,19940,3281
"1405630409737397_1818301765136924",2017-08-19,"photo","We are mitu",11,168993,15743,0,290,1980,238
"1405630409737397_1818474825119618",2017-08-19,"link","We are mitu",1152,102860,1039,5,7,291,0
"1405630409737397_1818488308451603",2017-08-19,"link","We are mitu",3581,203912,7476,10,125,595,96
"1405630409737397_1818489155118185",2017-08-19,"link","We are mitu",972,134810,2715,142,88,256,42
"1405630409737397_1818493161784451",2017-08-20,"link","We are mitu",232,45566,130,2,3,45,7
"1405630409737397_1818500135117087",2017-08-20,"link","We are mitu",3581,185272,11565,125,71,806,199
"1405630409737397_1818562708444163",2017-08-19,"photo","We are mitu",9,471646,76605,0,1682,6940,423
"1405630409737397_1818697515097349",2017-08-19,"photo","We are mitu",35,1060465,355481,0,6142,20053,2583
"1405630409737397_1818702291763538",2017-08-19,"video","We are mitu",48,2329526,1081661,644030,2370,32154,8221
"1405630409737397_1818729975094103",2017-08-20,"video","We are mitu",82,1436360,229884,326484,1863,4965,1395
"1405630409737397_1818743401759427",2017-08-19,"video","We are mitu",33,643368,47173,253701,176,5391,0
"1405630409737397_1818772351756532",2017-08-19,"link","We are mitu",266,74957,128,329,6,47,0
"1405630409737397_1818781021755665",2017-08-19,"video","We are mitu",44,231785,5416,79430,255,535,90
"1405630409737397_1818787145088386",2017-08-19,"photo","We are mitu",32,418328,85270,0,762,10164,965
"1405630409737397_1818788458421588",2017-08-20,"photo","We are mitu",3,138652,8072,0,57,1494,136
"1405630409737397_1818838811749886",2017-08-20,"photo","We are mitu",12,336978,41854,0,643,4840,458
"1405630409737397_1818839095083191",2017-08-20,"photo","We are mitu",60,377951,43961,0,456,4544,481
"1405630409737397_1819106851723082",2017-08-21,"link","We are mitu",13375,301733,20463,137,160,1141,190
"1405630409737397_1819142708386163",2017-08-21,"link","We are mitu",1258,79004,1155,1,60,151,19
"1405630409737397_1819163335050767",2017-08-20,"video","We are mitu",26,229919,5140,97140,567,523,49
"1405630409737397_1819165865050514",2017-08-20,"photo","We are mitu",42,485493,73875,0,2293,5487,580
"1405630409737397_1819245098375924",2017-08-20,"video","We are mitu",31,195738,1753,48323,23,564,0
"1405630409737397_1819262935040807",2017-08-20,"link","We are mitu",186,56133,84,221,1,55,0
"1405630409737397_1819287611705006",2017-08-20,"photo","We are mitu",22,160440,5821,0,98,924,57
"1405630409737397_1819304488369985",2017-08-20,"video","We are mitu",94,641892,106565,202474,3613,8656,1488
"1405630409737397_1819346495032451",2017-08-20,"photo","We are mitu",51,306159,32710,0,709,3997,451
"1405630409737397_1819416165025484",2017-08-21,"photo","We are mitu",114,526893,104971,0,1771,8805,863
"1405630409737397_1819416851692082",2017-08-21,"photo","We are mitu",9,225938,23033,0,501,3688,273
"1405630409737397_1819417568358677",2017-08-21,"photo","We are mitu",54,916913,364267,0,5724,26279,3836
"1405630409737397_1819563975010703",2017-08-21,"link","We are mitu",3326,148317,1612,7,20,262,0
"1405630409737397_1819568745010226",2017-08-21,"video","We are mitu",145,1305970,320325,362544,1889,9442,2748
"1405630409737397_1819620265005074",2017-08-21,"photo","We are mitu",182,920167,351467,0,4936,27338,3825
"1405630409737397_1819657821667985",2017-08-21,"link","We are mitu",47320,1084981,349867,55,4044,12139,2194
"1405630409737397_1819670315000069",2017-08-21,"video","We are mitu",146,881287,222032,325540,2633,14030,2815
"1405630409737397_1819681804998920",2017-08-21,"photo","We are mitu",53,219657,19364,0,384,2803,267
"1405630409737397_1819682064998894",2017-08-22,"photo","We are mitu",52,730255,240746,0,4276,15343,2320
"1405630409737397_1819721411661626",2017-08-22,"video","We are mitu",36,1225132,394294,407552,5429,19126,3731
"1405630409737397_1819725288327905",2017-08-21,"link","We are mitu",7226,244546,9893,478,59,901,80
"1405630409737397_1819726754994425",2017-08-21,"video","We are mitu",176,702563,40637,168335,2630,3411,0
"1405630409737397_1819729364994164",2017-08-21,"video","We are mitu",166,208771,4150,78641,169,577,78
"1405630409737397_1819746004992500",2017-08-21,"photo","We are mitu",138,245025,23875,0,133,3765,199
"1405630409737397_1819746851659082",2017-08-22,"link","We are mitu",5463,166344,1946,91,30,292,22
"1405630409737397_1819747181659049",2017-08-22,"photo","We are mitu",69,173458,18685,0,224,2812,342
"1405630409737397_1819765218323912",2017-08-22,"video","We are mitu",149,1310871,395807,381838,8724,15885,3248
"1405630409737397_1819771004990000",2017-08-22,"video","We are mitu",847,2465227,1211246,684753,7710,32237,12766
"1405630409737397_1819787481655019",2017-08-21,"link","We are mitu",103275,1962056,1022887,47,3995,41791,7136
"1405630409737397_1819994598300974",2017-08-22,"link","We are mitu",868,102431,2761,0,47,508,23
"1405630409737397_1820096118290822",2017-08-22,"video","We are mitu",91,765513,28387,242413,1130,1877,0
"1405630409737397_1820125774954523",2017-08-22,"link","We are mitu",162,27586,50,172,1,48,0
"1405630409737397_1820150501618717",2017-08-22,"video","We are mitu",370,312255,7065,100845,59,542,92
"1405630409737397_1820163811617386",2017-08-22,"photo","We are mitu",27,356373,58739,0,1026,7129,609
"1405630409737397_1820215484945552",2017-08-23,"video","We are mitu",264,2423417,260895,712649,1589,11473,1332
"1405630409737397_1820228184944282",2017-08-22,"link","We are mitu",637,94558,1301,143,4,187,0
"1405630409737397_1820269128273521",2017-08-22,"photo","We are mitu",90,1461499,753141,0,10743,45677,7479
"1405630409737397_1820269334940167",2017-08-22,"video","We are mitu",135,413000,25159,182350,832,1578,190
"1405630409737397_1820269874940113",2017-08-22,"photo","We are mitu",79,654484,124972,0,5653,8153,724
"1405630409737397_1820270214940079",2017-08-23,"video","We are mitu",83,3067799,1527646,1511710,27187,41992,10696
"1405630409737397_1820270454940055",2017-08-23,"video","We are mitu",35,373060,29780,161286,901,3413,353
"1405630409737397_1820271434939957",2017-08-23,"video","We are mitu",62,276965,8648,68212,483,945,119
"1405630409737397_1820275414939559",2017-08-22,"link","We are mitu",15206,354339,61992,172,316,5633,461
"1405630409737397_1820277008272733",2017-08-23,"photo","We are mitu",41,628345,218564,0,993,19675,3138
"1405630409737397_1820277864939314",2017-08-23,"photo","We are mitu",23,604304,186007,0,3104,13409,2194
"1405630409737397_1820278524939248",2017-08-23,"photo","We are mitu",70,396406,104652,0,1029,8536,1465
"1405630409737397_1820294304937670",2017-08-23,"video","We are mitu",107,7860084,2523506,2374955,13661,39154,13248
"1405630409737397_1820476104919490",2017-08-23,"link","We are mitu",14633,489624,164917,6,1680,6638,1887
"1405630409737397_1820549148245519",2017-08-23,"link","We are mitu",238,57754,459,174,3,71,7
"1405630409737397_1820601731573594",2017-08-23,"link","We are mitu",99,51373,114,134,1,64,0
"1405630409737397_1820604588239975",2017-08-23,"link","We are mitu",1819,131765,1245,316,47,166,13
"1405630409737397_1820665564900544",2017-08-23,"photo","We are mitu",35,558178,156746,0,2878,12197,1680
"1405630409737397_1820665778233856",2017-08-24,"photo","We are mitu",11,315418,59494,0,940,6057,888
"1405630409737397_1820665984900502",2017-08-24,"photo","We are mitu",51,278342,34594,0,1016,4843,478
"1405630409737397_1820666334900467",2017-08-23,"photo","We are mitu",31,363426,71740,0,2240,5723,545
"1405630409737397_1820693881564379",2017-08-23,"link","We are mitu",3238,154638,8480,361,29,822,94
"1405630409737397_1820725141561253",2017-08-24,"link","We are mitu",1018,127014,7234,10,8,1013,119
"1405630409737397_1820734708226963",2017-08-24,"link","We are mitu",699,85453,831,89,1,116,11
"1405630409737397_1820750218225412",2017-08-24,"link","We are mitu",1137,82303,2187,157,52,215,17
"1405630409737397_1820751774891923",2017-08-23,"link","We are mitu",4249,304529,28053,21,359,873,154
"1405630409737397_1820883318212102",2017-08-24,"video","We are mitu",57,769656,59769,174230,4064,2759,697
"1405630409737397_1820889024878198",2017-08-24,"video","We are mitu",94,1533856,481766,359326,2556,14253,3204
"1405630409737397_1821109588189475",2017-08-24,"video","We are mitu",71,1156723,209798,280959,420,19567,1
"1405630409737397_1821168391516928",2017-08-24,"video","We are mitu",35,589941,83173,212755,2661,6140,826
"1405630409737397_1821227018177732",2017-08-24,"link","We are mitu",637,170202,12277,244,203,1590,154
"1405630409737397_1821301448170289",2017-08-24,"video","We are mitu",200,257667,1136,65465,41,191,0
"1405630409737397_1821303961503371",2017-08-25,"link","We are mitu",14235,242383,2609,16,17,256,10
"1405630409737397_1821306921503075",2017-08-24,"link","We are mitu",3526,179880,4180,532,46,495,27
"1405630409737397_1821334528166981",2017-08-24,"link","We are mitu",903,131750,2014,6,53,245,15
"1405630409737397_1821342091499558",2017-08-24,"link","We are mitu",2299,387391,66821,73,746,5688,780
"1405630409737397_1821342771499490",2017-08-24,"link","We are mitu",2034,428077,89221,51,1066,7828,1031
"1405630409737397_1821368031496964",2017-08-24,"link","We are mitu",2229,355011,45765,41,537,3943,495
"1405630409737397_1821385001495267",2017-08-25,"link","We are mitu",1683,104466,873,6,17,167,0
"1405630409737397_1821467848153649",2017-08-25,"link","We are mitu",743,95449,1779,210,34,216,31
"1405630409737397_1821541474812953",2017-08-25,"video","We are mitu",70,400673,19037,155619,971,1161,171
"1405630409737397_1821542858146148",2017-08-25,"photo","We are mitu",73,509039,113638,0,2344,10360,1259
"1405630409737397_1821543314812769",2017-08-25,"photo","We are mitu",12,255857,48189,0,663,3896,552
"1405630409737397_1821708801462887",2017-08-27,"link","We are mitu",548,78991,476,3,4,100,12
"1405630409737397_1821716298128804",2017-08-25,"link","We are mitu",1374,99767,1043,131,9,154,16
"1405630409737397_1821717584795342",2017-08-25,"video","We are mitu",175,2980305,1604013,927040,15514,53304,16469
"1405630409737397_1821748971458870",2017-08-27,"link","We are mitu",601,65423,710,6,45,142,23
"1405630409737397_1821829188117515",2017-08-25,"photo","We are mitu",114,1127706,421002,0,7964,22801,3460
"1405630409737397_1821840728116361",2017-08-26,"link","We are mitu",3773,201232,5631,69,168,387,44
"1405630409737397_1821876071446160",2017-08-25,"photo","We are mitu",106,591814,131068,0,3685,10877,897
"1405630409737397_1821876558112778",2017-08-25,"video","We are mitu",67,1517396,459173,511969,12493,16422,3846
"1405630409737397_1821878471445920",2017-08-25,"photo","We are mitu",11,637414,103492,0,4214,6406,890
"1405630409737397_1821879648112469",2017-08-25,"photo","We are mitu",34,635153,230432,0,2180,16488,2633
"1405630409737397_1821930768107357",2017-08-26,"link","We are mitu",4130,236920,2447,242,14,449,8
"1405630409737397_1821947234772377",2017-08-27,"link","We are mitu",1632,175619,5856,37,90,690,60
"1405630409737397_1821952031438564",2017-08-26,"link","We are mitu",3403,210050,9957,15,20,666,88
"1405630409737397_1821955898104844",2017-08-25,"video","We are mitu",82,209076,1034,40386,11,199,0
"1405630409737397_1821962711437496",2017-08-25,"link","We are mitu",1025,78408,898,131,7,117,11
"1405630409737397_1821968211436946",2017-08-26,"photo","We are mitu",8,626797,198303,0,3476,12598,2607
"1405630409737397_1821968511436916",2017-08-26,"photo","We are mitu",73,325757,61153,0,749,5557,785
"1405630409737397_1821968758103558",2017-08-26,"photo","We are mitu",21,226523,19768,0,360,3143,242
"1405630409737397_1822001924766908",2017-08-27,"link","We are mitu",285,65599,261,311,3,104,11
"1405630409737397_1822011858099248",2017-08-26,"link","We are mitu",1000,118292,658,10,19,72,8
"1405630409737397_1822016404765460",2017-08-26,"link","We are mitu",3569,172205,3274,142,18,452,23
"1405630409737397_1822050511428716",2017-08-26,"link","We are mitu",6892,334058,25059,23,551,798,145
"1405630409737397_1822060214761079",2017-08-27,"link","We are mitu",3842,298914,35953,100,147,1601,467
"1405630409737397_1822073241426443",2017-08-26,"video","We are mitu",70,830503,51503,207134,981,2669,416
"1405630409737397_1822089744758126",2017-08-25,"link","We are mitu",1273,244829,13909,16,235,1348,147
"1405630409737397_1822505641383203",2017-08-26,"photo","We are mitu",28,174674,20789,0,357,1797,314
"1405630409737397_1822510934716007",2017-08-26,"video","We are mitu",60,935629,225694,249650,4282,13399,3034
"1405630409737397_1822512641382503",2017-08-26,"photo","We are mitu",61,873736,249258,0,3911,16895,2017
"1405630409737397_1822512938049140",2017-08-26,"photo","We are mitu",28,335209,86761,0,762,8286,1421
"1405630409737397_1822621108038323",2017-08-26,"video","We are mitu",115,157826,449,41132,24,189,0
"1405630409737397_1822718274695273",2017-08-26,"photo","We are mitu",24,356175,94346,0,1057,9641,997
"1405630409737397_1822785828021851",2017-08-26,"photo","We are mitu",33,351597,53849,0,654,6668,760
"1405630409737397_1822808841352883",2017-08-27,"photo","We are mitu",6,176569,6906,0,182,1188,101
"1405630409737397_1823006741333093",2017-08-27,"photo","We are mitu",25,330399,57808,0,1030,6016,672
"1405630409737397_1823027924664308",2017-08-27,"photo","We are mitu",48,261808,31142,0,358,3067,519
"1405630409737397_1823054717994962",2017-08-27,"link","We are mitu",43,22186,25,64,0,32,0
"1405630409737397_1823083911325376",2017-08-27,"video","We are mitu",68,266001,1236,57098,14,291,0
"1405630409737397_1823095891324178",2017-08-27,"photo","We are mitu",48,987614,399746,0,4496,30836,4728
"1405630409737397_1823097461324021",2017-08-27,"video","We are mitu",40,1115914,172226,231287,7129,4546,1287
"1405630409737397_1823218724645228",2017-08-27,"video","We are mitu",103,477289,18612,123714,77,2253,0
"1405630409737397_1823279421305825",2017-08-27,"photo","We are mitu",10,229317,25431,0,588,2878,216
"1405630409737397_1823287744638326",2017-08-27,"photo","We are mitu",29,347886,67669,0,1218,7123,992
"1405630409737397_1823362197964214",2017-08-27,"photo","We are mitu",16,505894,78327,0,1393,8122,428
